mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__metric,param_clf__n_neighbors,param_clf__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1.3122508525848389,0.0726618203025888,5.322720384597778,0.05186469123131349,euclidean,5,uniform,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform'}",0.39430263733525717,0.3983123688591717,0.3964792101188686,0.3920680700385401,0.3943588698567984,0.39510423124172717,0.002125987070601273,2,0.5870281592804997,0.5867005971602889,0.5924194265465177,0.5903734206729431,0.5915019924688188,0.5896047192258136,0.0023317680458369546
1.390946912765503,0.08622051678329797,5.335479784011841,0.06536795287664907,euclidean,5,distance,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance'}",0.385375835100477,0.3927706027029825,0.38854782528632387,0.3840098980150279,0.39236185358734693,0.38861320293843166,0.0035499745200029747,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.361863088607788,0.08354879756030983,5.207765674591064,0.31769083954394045,euclidean,11,uniform,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 11, 'clf__weights': 'uniform'}",0.39019221205667987,0.39934638188613225,0.39070349389656406,0.3927547600283389,0.38776816261718716,0.39215300209698045,0.003931397061292604,3,0.48459590089547216,0.4821219696643067,0.482661516413691,0.4837818526890934,0.48411049975933335,0.4834543478843793,0.000921384981371993
1.5169693946838378,0.1003441064585445,4.885064697265625,0.21613001608828977,euclidean,11,distance,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 11, 'clf__weights': 'distance'}",0.38503234290938204,0.3885040355772252,0.38400288766886437,0.3856150789966115,0.38294567347838226,0.38522000372609305,0.0018777707966187095,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.547896385192871,0.06755162666708629,5.274385929107666,0.17661560386855926,euclidean,21,uniform,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 21, 'clf__weights': 'uniform'}",0.3824924105443778,0.38031212099725487,0.379529703187067,0.3806618114709188,0.38357339113866756,0.38131388746765726,0.001490390968539607,8,0.4300981246926138,0.42663305604825047,0.42828398767799464,0.4277878716307024,0.42624254948733187,0.4278091179073787,0.0013640207386512906
1.3174693584442139,0.08163576338393781,5.396573162078857,0.16316810825193231,euclidean,21,distance,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 21, 'clf__weights': 'distance'}",0.3772247871571068,0.3741233332306862,0.373995530707695,0.3770340721556749,0.37784545573617784,0.37604463579746816,0.0016434676274456994,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.250059223175049,0.04520789057754937,5.1036888599395756,0.5415520281522995,euclidean,31,uniform,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 31, 'clf__weights': 'uniform'}",0.37572929059995475,0.37203853397050707,0.37400794123988046,0.3731003169073819,0.37157056577081354,0.3732893296977075,0.00148486881410587,11,0.40397604773934787,0.4059315648024627,0.4070246755111823,0.404638523318104,0.4044974300168321,0.4052136482775858,0.0011109109942585309
1.362811517715454,0.14414489782713202,5.292082262039185,0.39232613387133003,euclidean,31,distance,"{'clf__metric': 'euclidean', 'clf__n_neighbors': 31, 'clf__weights': 'distance'}",0.3700221123961401,0.3696961802227983,0.37123394200359267,0.3712638407123481,0.3677471181918382,0.3699926387053435,0.0012874709416334038,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.259955930709839,0.03020957480317445,41.97020411491394,0.6439244216822839,manhattan,5,uniform,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'uniform'}",0.3922633158732049,0.39803518417740774,0.39551762581107885,0.39715553112703444,0.3952605679069053,0.39564644497912627,0.001979619862472053,1,0.5917020897591944,0.586907494550387,0.5874448717276244,0.5907426612307122,0.593928735101319,0.5901451704738474,0.0026408526221691083
1.2798069953918456,0.06568057277224572,42.160793685913085,0.604308957481448,manhattan,5,distance,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 5, 'clf__weights': 'distance'}",0.3821071396307018,0.38735711580485005,0.3859824376538216,0.3863038679005526,0.3895481157891902,0.38625973535582325,0.002422419562247354,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.374004077911377,0.10011012332089275,41.6574625492096,0.7076855706944343,manhattan,11,uniform,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 11, 'clf__weights': 'uniform'}",0.38439809641982264,0.3862737354199061,0.3828467708063161,0.38283876208752154,0.38222005210369847,0.383715483367453,0.0014676668916564265,7,0.47936429701853905,0.47394343679144857,0.47534536948556944,0.4788418925045932,0.4744159097920788,0.4763821811184458,0.002272965927072116
1.4837761402130127,0.08356277116035969,40.58525533676148,0.7664420536143816,manhattan,11,distance,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 11, 'clf__weights': 'distance'}",0.37363577526041974,0.37911691144945286,0.37662000002248847,0.3770090638835359,0.3778326467509685,0.3768428794733731,0.0018173426002040896,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.561024045944214,0.12464401373284974,40.795079708099365,0.7105923299250337,manhattan,21,uniform,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 21, 'clf__weights': 'uniform'}",0.37200214331621684,0.3733873078924356,0.37489875403854994,0.3704317144063696,0.37219083976640693,0.3725821518839958,0.0014919006801834864,12,0.4182000893463551,0.4159340067020334,0.4188000145001023,0.4215041167132943,0.4168526990397072,0.41825818526029845,0.001908414134554762
1.43538818359375,0.06740692454281752,40.61993980407715,0.5314769876236765,manhattan,21,distance,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 21, 'clf__weights': 'distance'}",0.3664825763130044,0.3674072518440907,0.3698728867713279,0.3658690442335926,0.36811111002368935,0.367548573837141,0.0013925530434123739,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.3764506816864013,0.21194023281198648,40.800518369674684,0.9146143393444328,manhattan,31,uniform,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 31, 'clf__weights': 'uniform'}",0.36027596089197206,0.36024046405801474,0.36605507210167754,0.36057793181822767,0.3579117279723027,0.36101223136843896,0.0026970242514865396,15,0.3933573062530302,0.39352727210846045,0.39314120122238005,0.39238495723115835,0.39154421820377117,0.39279099100376,0.0007354965483543672
1.377150297164917,0.16487381342274346,40.71629252433777,0.5686011499995297,manhattan,31,distance,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 31, 'clf__weights': 'distance'}",0.35727237764825553,0.3580099778672754,0.3619338926154711,0.3568243037637553,0.3543850818729474,0.35768512675354097,0.0024478240889895045,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0
